image_id,image_label,success_rate,incidentType,timeOfDay,roadConditions,weatherConditions,injuries,vehicleDamage,thirdPartyVehicle,witnesses,policeReport,policeReportFiledWithin24h,trafficViolation,previousClaims,description
11530,1,63.13042795484188,Natural Disaster,Afternoon,Dry,Fog,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11531,1,41.51350042654923,Natural Disaster,Evening,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
11532,1,90.47425787345847,Vandalism,Night,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11533,1,64.90860806928322,Theft,Afternoon,Wet,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11534,1,66.37412144801277,Theft,Night,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11535,1,85.45984108020679,Vandalism,Morning,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11536,1,80.57585062774689,Fire,Morning,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11537,1,61.113900254560846,Fire,Morning,Dry,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
11538,1,62.18816973612144,Fire,Night,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,1,0,A brief description of the incident.
11539,1,81.67446214697266,Collision,Morning,Dry,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11540,1,78.29379818212855,Collision,Evening,Wet,Clear,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
11541,1,67.03339879515275,Natural Disaster,Morning,Poor Visibility,Fog,no,fraud-related-damage,yes,no,no,0,0,0,A brief description of the incident.
11542,1,44.23059373323756,Vandalism,Morning,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
11543,1,84.26191821071487,Vandalism,Night,Construction Zone,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
11544,1,62.050991239961924,Collision,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,1,1,0,A brief description of the incident.
11545,1,61.482606727728964,Natural Disaster,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
11546,1,52.49158845888254,Natural Disaster,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,1,1,A brief description of the incident.
11547,1,80.35407065989574,Fire,Evening,Dry,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11548,1,66.06005760125521,Theft,Morning,Poor Visibility,Fog,no,fraud-related-damage,yes,yes,yes,1,0,1,A brief description of the incident.
11549,1,67.58495036498789,Collision,Evening,Wet,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11550,1,78.23887041372413,Collision,Evening,Dry,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11551,1,66.36507503002791,Fire,Night,Wet,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11552,1,58.361629763934864,Vandalism,Evening,Dry,Fog,no,fraud-related-damage,yes,no,yes,0,0,1,A brief description of the incident.
11553,1,65.51311619515764,Vandalism,Night,Dry,Clear,no,fraud-related-damage,no,yes,yes,1,1,0,A brief description of the incident.
11554,1,78.91446969101712,Fire,Night,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11555,1,45.29071634161225,Natural Disaster,Morning,Wet,Clear,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
11556,1,54.66952278007495,Natural Disaster,Evening,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,0,0,1,A brief description of the incident.
11557,1,63.94507266586752,Natural Disaster,Afternoon,Dry,Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11558,1,80.15310568885849,Fire,Night,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11559,1,60.32432940009926,Fire,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11560,1,80.82168745375537,Fire,Night,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11561,1,59.94312115770637,Collision,Night,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
11562,1,72.3151458486789,Theft,Morning,Poor Visibility,Fog,no,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
11563,1,58.426342042374664,Natural Disaster,Evening,Dry,Clear,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
11564,1,77.58376631679022,Vandalism,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11565,1,84.74400268894243,Theft,Evening,Dry,Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
11566,1,81.76520291029178,Collision,Night,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11567,1,45.263274014978826,Theft,Evening,Poor Visibility,Rain,no,fraud-related-damage,yes,no,no,0,1,0,A brief description of the incident.
11568,1,87.21167769161681,Natural Disaster,Afternoon,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11569,1,84.83987678594806,Vandalism,Morning,Dry,Heavy Rain,yes,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
11570,1,53.03024528110771,Fire,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,1,A brief description of the incident.
11571,1,40.63280884334288,Theft,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,no,yes,yes,1,1,2,A brief description of the incident.
11572,1,62.830709359145196,Fire,Evening,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
11573,1,63.27439111447888,Natural Disaster,Night,Wet,Clear,no,fraud-related-damage,no,yes,yes,1,0,2,A brief description of the incident.
11574,1,62.45645599694191,Collision,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11575,1,83.56109529262943,Vandalism,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11576,1,83.59197795206656,Theft,Night,Wet,Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11577,1,86.46375194759386,Fire,Night,Poor Visibility,Clear,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11578,1,82.25837281092574,Collision,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11579,1,70.29339355079507,Fire,Night,Wet,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11580,1,42.37057128649774,Collision,Morning,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
11581,1,70.34827198706904,Collision,Afternoon,Wet,Fog,no,fraud-related-damage,yes,yes,no,0,0,0,A brief description of the incident.
11582,1,41.732517009692515,Theft,Night,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,1,2,A brief description of the incident.
11583,1,85.15064085015321,Fire,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11584,1,77.17414871447733,Vandalism,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11585,1,71.03404570457965,Fire,Evening,Poor Visibility,Heavy Rain,yes,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11586,1,44.91463530600898,Fire,Night,Dry,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,1,0,A brief description of the incident.
11587,1,80.51474490026081,Fire,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11588,1,69.23407512550025,Natural Disaster,Afternoon,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
11589,1,84.27689703517864,Vandalism,Morning,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11590,1,72.02344989767275,Fire,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11591,1,88.18320151049586,Fire,Night,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11592,1,84.58305246867944,Collision,Morning,Dry,Rain,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
11593,1,87.29099057280152,Fire,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11594,1,66.09240511659821,Collision,Night,Construction Zone,Clear,no,fraud-related-damage,no,no,no,0,0,0,A brief description of the incident.
11595,1,61.54285155145297,Theft,Evening,Wet,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11596,1,64.01305064396308,Fire,Evening,Wet,Rain,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11597,1,57.4791774348885,Theft,Morning,Poor Visibility,Clear,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
11598,1,70.31535172834148,Collision,Night,Dry,Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11599,1,73.30826459141217,Vandalism,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
11600,1,66.3384489158147,Natural Disaster,Evening,Dry,Fog,no,fraud-related-damage,no,yes,yes,1,0,2,A brief description of the incident.
11601,1,79.97132983226489,Vandalism,Night,Wet,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11602,1,74.12137300954637,Collision,Morning,Dry,Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
11603,1,70.17352771980802,Fire,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11604,1,78.39288852828886,Vandalism,Evening,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
11605,1,63.46137240105292,Theft,Night,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,yes,no,1,1,0,A brief description of the incident.
11606,1,86.0460866385847,Theft,Afternoon,Construction Zone,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11607,1,42.519201856406795,Fire,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,1,2,A brief description of the incident.
11608,1,76.94938060266239,Natural Disaster,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
11609,1,80.61094063674838,Collision,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11610,1,59.152721283324226,Collision,Night,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
11611,1,83.56992933957089,Natural Disaster,Evening,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11612,1,84.7254198830184,Natural Disaster,Evening,Poor Visibility,Clear,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
11613,1,81.17329545337608,Fire,Afternoon,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11614,1,88.6289542126026,Natural Disaster,Morning,Dry,Rain,yes,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11615,1,54.71858318720313,Fire,Night,Wet,Fog,yes,fraud-related-damage,yes,yes,yes,1,1,1,A brief description of the incident.
11616,1,74.3730166433748,Theft,Afternoon,Wet,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11617,1,84.66791221293099,Theft,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11618,1,55.36638215751577,Vandalism,Afternoon,Dry,Fog,no,fraud-related-damage,no,yes,yes,1,1,1,A brief description of the incident.
11619,1,82.8633309239641,Natural Disaster,Evening,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11620,1,67.62565588481061,Natural Disaster,Morning,Dry,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11621,1,55.179214767238975,Fire,Night,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,3,A brief description of the incident.
11622,1,86.88494591640222,Theft,Morning,Wet,Fog,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
11623,1,60.67655357186827,Natural Disaster,Evening,Dry,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11624,1,80.07369737576705,Theft,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11625,1,69.41900009117788,Collision,Evening,Construction Zone,Clear,no,fraud-related-damage,no,yes,yes,1,1,0,A brief description of the incident.
11626,1,69.09693355264523,Theft,Night,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
11627,1,63.622076793355625,Fire,Morning,Wet,Fog,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11628,1,83.58489922289033,Natural Disaster,Afternoon,Wet,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11629,1,79.0483392567525,Fire,Morning,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11630,1,62.51003852731737,Natural Disaster,Morning,Dry,Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11631,1,86.40627395072846,Natural Disaster,Morning,Wet,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11632,1,47.39079382035932,Natural Disaster,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,no,yes,yes,0,1,0,A brief description of the incident.
11633,1,78.04579001006655,Theft,Morning,Dry,Clear,no,fraud-related-damage,yes,no,no,1,0,1,A brief description of the incident.
11634,1,52.74712818993689,Collision,Morning,Wet,Clear,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
11635,1,81.71808821204849,Natural Disaster,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
11636,1,82.1317487318865,Fire,Night,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11637,1,85.07714495183941,Theft,Evening,Dry,Clear,no,fraud-related-damage,yes,yes,no,1,0,0,A brief description of the incident.
11638,1,86.2980013285235,Vandalism,Morning,Construction Zone,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11639,1,77.57660116315805,Theft,Evening,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11640,1,49.30507290333065,Fire,Morning,Poor Visibility,Heavy Rain,yes,fraud-related-damage,yes,no,yes,1,1,1,A brief description of the incident.
11641,1,54.57959760677957,Theft,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,no,no,1,0,3,A brief description of the incident.
11642,1,63.33537337412975,Natural Disaster,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11643,1,81.12725844479561,Natural Disaster,Morning,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11644,1,78.16534811727655,Vandalism,Evening,Poor Visibility,Fog,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
11645,1,85.17069519981891,Theft,Morning,Wet,Heavy Rain,yes,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11646,1,29.56244427151902,Vandalism,Morning,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,0,1,2,A brief description of the incident.
11647,1,85.53398812211552,Vandalism,Evening,Dry,Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11648,1,81.89335089762623,Theft,Afternoon,Construction Zone,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11649,1,66.8726641048477,Fire,Morning,Wet,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11650,1,51.82736889039619,Fire,Morning,Dry,Fog,no,fraud-related-damage,no,no,yes,0,0,2,A brief description of the incident.
11651,1,60.91747225293702,Vandalism,Morning,Poor Visibility,Rain,no,fraud-related-damage,no,no,no,1,1,0,A brief description of the incident.
11652,1,56.43906963224654,Natural Disaster,Morning,Dry,Rain,no,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
11653,1,67.56150560928455,Collision,Night,Wet,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11654,1,66.42249545963504,Natural Disaster,Night,Dry,Fog,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11655,1,83.68501774165736,Natural Disaster,Morning,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11656,1,80.71528643164065,Fire,Evening,Wet,Fog,yes,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11657,1,82.33202155771313,Collision,Afternoon,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11658,1,45.74369133935975,Theft,Morning,Dry,Clear,no,fraud-related-damage,no,yes,yes,0,0,2,A brief description of the incident.
11659,1,77.29943617638607,Natural Disaster,Evening,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,no,1,0,0,A brief description of the incident.
11660,1,52.64782454137493,Natural Disaster,Night,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
11661,1,86.50188774856973,Theft,Evening,Wet,Clear,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11662,1,39.591856249558816,Theft,Evening,Dry,Heavy Rain,no,fraud-related-damage,yes,yes,yes,0,0,3,A brief description of the incident.
11663,1,84.20772570625721,Collision,Evening,Wet,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11664,1,81.0846494851919,Fire,Evening,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11665,1,82.9228123546699,Natural Disaster,Evening,Construction Zone,Rain,yes,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11666,1,86.83627392301956,Vandalism,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11667,1,81.63218748547118,Collision,Night,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11668,1,60.086728841096246,Natural Disaster,Afternoon,Dry,Fog,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11669,1,66.87984987700037,Vandalism,Afternoon,Poor Visibility,Fog,no,fraud-related-damage,no,yes,no,1,0,1,A brief description of the incident.
11670,1,68.93486190862646,Collision,Morning,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11671,1,50.44359857473798,Theft,Night,Poor Visibility,Clear,no,fraud-related-damage,yes,no,no,1,0,3,A brief description of the incident.
11672,1,62.49797689692824,Theft,Morning,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
11673,1,81.41864048639492,Theft,Evening,Poor Visibility,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11674,1,81.21242587415861,Natural Disaster,Night,Poor Visibility,Clear,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11675,1,66.17241242463388,Natural Disaster,Night,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
11676,1,83.63973020188139,Natural Disaster,Evening,Wet,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11677,1,71.18420777379012,Theft,Afternoon,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11678,1,44.37484522302671,Collision,Afternoon,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,1,0,A brief description of the incident.
11679,1,50.77070759391696,Theft,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,3,A brief description of the incident.
11680,1,76.97198879359242,Vandalism,Night,Dry,Clear,no,fraud-related-damage,no,yes,yes,1,0,1,A brief description of the incident.
11681,1,60.87156246335931,Vandalism,Morning,Construction Zone,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11682,1,80.31969138586163,Fire,Morning,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11683,1,84.56251344038394,Theft,Afternoon,Dry,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11684,1,87.34064936434157,Fire,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11685,1,84.81563179632026,Fire,Night,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11686,1,42.19314156477209,Collision,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,yes,yes,0,0,2,A brief description of the incident.
11687,1,70.36887216098151,Collision,Morning,Wet,Rain,no,fraud-related-damage,yes,no,no,0,0,0,A brief description of the incident.
11688,1,64.47889297506296,Natural Disaster,Afternoon,Wet,Clear,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11689,1,67.6699131450695,Fire,Evening,Wet,Heavy Rain,no,fraud-related-damage,no,no,no,1,1,0,A brief description of the incident.
11690,1,60.31628086630534,Vandalism,Afternoon,Wet,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,2,A brief description of the incident.
11691,1,41.88854491174189,Vandalism,Night,Wet,Heavy Rain,no,fraud-related-damage,no,yes,no,0,0,2,A brief description of the incident.
11692,1,60.60721550340012,Vandalism,Evening,Dry,Clear,no,fraud-related-damage,yes,no,yes,1,0,2,A brief description of the incident.
11693,1,80.0764513843912,Natural Disaster,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11694,1,67.6709833422467,Theft,Evening,Poor Visibility,Rain,no,fraud-related-damage,no,no,no,0,0,0,A brief description of the incident.
11695,1,64.45701631815709,Fire,Night,Dry,Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11696,1,68.20722543559796,Natural Disaster,Morning,Poor Visibility,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11697,1,56.941846905725875,Fire,Afternoon,Wet,Rain,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
11698,1,80.11286216646033,Fire,Night,Dry,Fog,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11699,1,77.33368784285837,Natural Disaster,Night,Dry,Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11700,1,64.51483532655952,Collision,Afternoon,Construction Zone,Clear,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11701,1,78.68385562162739,Fire,Evening,Construction Zone,Clear,no,fraud-related-damage,no,yes,yes,1,0,0,A brief description of the incident.
11702,1,80.45413431108074,Collision,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,0,A brief description of the incident.
11703,1,82.44620196138969,Fire,Night,Poor Visibility,Clear,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11704,1,61.73672828720091,Fire,Evening,Wet,Fog,no,fraud-related-damage,no,yes,yes,0,0,0,A brief description of the incident.
11705,1,70.56068967323313,Fire,Evening,Wet,Fog,no,fraud-related-damage,yes,yes,no,1,0,1,A brief description of the incident.
11706,1,41.92465208555235,Theft,Evening,Construction Zone,Heavy Rain,no,fraud-related-damage,no,yes,yes,1,1,2,A brief description of the incident.
11707,1,62.176686386243176,Collision,Evening,Poor Visibility,Fog,no,fraud-related-damage,no,yes,yes,1,0,2,A brief description of the incident.
11708,1,69.39750625022066,Vandalism,Afternoon,Wet,Clear,no,fraud-related-damage,yes,no,yes,0,0,0,A brief description of the incident.
11709,1,53.75532700808017,Natural Disaster,Evening,Construction Zone,Heavy Rain,yes,fraud-related-damage,no,no,yes,0,0,1,A brief description of the incident.
11710,1,78.56190748191386,Collision,Afternoon,Dry,Heavy Rain,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
11711,1,84.10423201470977,Natural Disaster,Night,Wet,Heavy Rain,no,fraud-related-damage,no,yes,no,1,0,0,A brief description of the incident.
11712,1,65.35817425647669,Natural Disaster,Night,Dry,Rain,yes,fraud-related-damage,yes,yes,yes,0,0,0,A brief description of the incident.
11713,1,65.87603790466875,Natural Disaster,Evening,Dry,Fog,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
11714,1,72.62688738752236,Natural Disaster,Night,Construction Zone,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11715,1,70.08498351014234,Vandalism,Evening,Dry,Clear,no,fraud-related-damage,no,no,yes,1,0,1,A brief description of the incident.
11716,1,87.68985022379584,Theft,Morning,Wet,Fog,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11717,1,82.91521272382067,Collision,Morning,Dry,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11718,1,83.8267415928173,Fire,Morning,Construction Zone,Clear,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
11719,1,68.9488819174404,Fire,Evening,Poor Visibility,Clear,no,fraud-related-damage,yes,yes,yes,1,0,2,A brief description of the incident.
11720,1,56.92007084399228,Theft,Evening,Dry,Fog,no,fraud-related-damage,no,no,yes,1,1,0,A brief description of the incident.
11721,1,41.26409680622287,Fire,Night,Dry,Fog,no,fraud-related-damage,no,yes,yes,0,1,0,A brief description of the incident.
11722,1,73.11185586359568,Theft,Afternoon,Poor Visibility,Heavy Rain,no,fraud-related-damage,yes,no,yes,1,0,1,A brief description of the incident.
11723,1,62.50355789981213,Fire,Morning,Poor Visibility,Heavy Rain,no,fraud-related-damage,no,yes,no,0,0,0,A brief description of the incident.
11724,1,69.44176993806627,Collision,Afternoon,Wet,Fog,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
11725,1,81.05504407067978,Natural Disaster,Afternoon,Construction Zone,Rain,no,fraud-related-damage,yes,no,yes,1,0,0,A brief description of the incident.
11726,1,89.15398831379606,Collision,Evening,Poor Visibility,Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11727,1,83.58365736952693,Natural Disaster,Evening,Poor Visibility,Fog,no,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
11728,1,60.17342739052426,Fire,Afternoon,Dry,Fog,no,fraud-related-damage,no,no,yes,1,0,3,A brief description of the incident.
11729,1,83.89844334620416,Fire,Evening,Dry,Fog,no,fraud-related-damage,no,no,no,1,0,0,A brief description of the incident.
11730,1,58.72178781016926,Vandalism,Morning,Dry,Heavy Rain,yes,fraud-related-damage,yes,no,no,1,1,0,A brief description of the incident.
11731,1,85.00835163617897,Fire,Night,Construction Zone,Clear,yes,fraud-related-damage,yes,no,no,1,0,0,A brief description of the incident.
11732,1,84.58194162567594,Collision,Night,Construction Zone,Heavy Rain,no,fraud-related-damage,yes,yes,yes,1,0,0,A brief description of the incident.
11733,1,63.20504650770639,Natural Disaster,Morning,Construction Zone,Heavy Rain,no,fraud-related-damage,no,no,yes,0,0,0,A brief description of the incident.
